Discounted_price_$,Actual_price_$,Discount_percentage_%,Rating,Rating_count,Product_id,Product_name,Category,About_product,User_id,User_name,Review_id,Review_title,Review_content,Img_link,Product_link,Revenue_$,Purchase_date,Discount_amount,Sales_volume,Discount_bin,Price_change_%,Quantity_change_%,PED
154,399,61,4.2,16905,B08CF3B7N1, 3.3 feet (1 meter) for Laptop,TV&Video, HLG,AEC5PUIW4OSIDDQED7WLXG2S7TOQ,martin stanly,R35LMI5GBW0RX3,Nice,Charging is really fast,https://m.media-amazon.com/images/I/31VzNhhqifL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Portronics-Konnect-POR-1080-Charging-Function/dp/B08CF3B7N1/ref=sr_1_51?qid=1672902997&s=computers&sr=1-51,1031205,6/1/2023,245,16905,60-70%,-92.7441353,77.87247475,-0.839648507
519,1350,62,4.3,30058,B07SLMR1K6, Personal Computer,Accessories,Warranty Information: 1 year comprehensive warranty and additional 1 year on panel provided by the manufacturer from date of purchase,AGVXOHPJT64ZRYKHIDKVJSJGK6CQ,shekha p,R35IGWMP7EV49V,Amazing cable, good product.,https://m.media-amazon.com/images/I/317KlchuxeL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/SanDisk-Ultra-Flair-USB-64GB/dp/B07SLMR1K6/ref=sr_1_52?qid=1672902997&s=computers&sr=1-52,1863596,10/16/2023,831,30058,60-70%,238.3458647,77.80538302,0.326438989
2299,7990,71,4.2,69619,B09MQSCJQ1, Tablet,Cables,Installation/Wall mounting/demo will be arranged by Amazon Home Services. For any other information,AFQHWSQ7JR7VCM4SWXXIOB4V3VDA,Paavanaarun,R3KQ92E1PGHL45,Best fast charging cable,Till now satisfied with the quality.,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41lQan54SPL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/boAt-Display-Multiple-Monitoring-Charcoal/dp/B09MQSCJQ1/ref=sr_1_53?qid=1672902997&s=computers&sr=1-53,4942949,5/5/2022,5691,69619,70-80%,491.8518519,131.6155433,0.267591843
399,1999,80,4,3382,B094YFFSMY, Smartphone - White,HDMICables, please contact Amazon customer support ,AFXWZKJCBIHCQFOR2RFYUE7UQDSA,Vinay,RZU6RWH3LJNWV,Really a good cable,This is a good product . The charging speed is slower than the original iPhone cable,https://m.media-amazon.com/images/I/41MmsYTi06L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Tygot-Bluetooth-Extendable-Multifunctional-Compatible/dp/B094YFFSMY/ref=sr_1_54?qid=1672902997&s=computers&sr=1-54,270560,5/22/2021,1600,3382,70-80%,-74.98122653,-95.14213074,1.26887936
1499,3990,62,4.1,109864,B092X94QNQ, USB-IF Certified,Electronics, Wall Mount is not included in the box and will be charged extra at the time of installation,AGD7VGYGPRKMQY3XXC4U3XIDF5CQ,Amazon Customer,R2KYY1GC45E5SL, Recommend,Good quality,https://m.media-amazon.com/images/I/31gzRr9mIaS._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/boAt-Rockerz-330-Bluetooth-Assistant/dp/B092X94QNQ/ref=sr_1_55?qid=1672902997&s=computers&sr=1-55,6811568,7/12/2023,2491,109864,60-70%,99.5997999,3148.492017,31.61142914
1295,1295,0,4.5,5760,B0846D5CBP,7SEVEN® TCL Remote Control Smart TV RC802V Remote Compatible for TCL TV Remote Original 55EP680 40A325 49S6500 55P8S 55P8 50P8 65P8 40S6500 43S6500FS 49S6800FS 49S6800 49S6510FS(Without Voice Function/Google Assistant and Non-Bluetooth remote),HomeTheater,Up To 10,AH23AKG5YNJYJ4Y6OYI5H6UBQMLQ,Naveenkumar Vemula,R3M55L4CWCO99H,Good product, would recommend,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41PDEAuwT3L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Casio-FX-991ES-Plus-2nd-Scientific-Calculator/dp/B0846D5CBP/ref=sr_1_56?qid=1672902997&s=computers&sr=1-56,0,12/21/2021,0,5760,0-10%,-67.54385965,-94.7571543,1.402898129
1889,5499,66,4.2,49551,B00KXULGJQ,Wayona 3in1 Nylon Braided 66W USB Fast Charging Cable with Type C,TV&Video,000+ Bend And 10,AGKNJPIVMVEHKL6ZFBAQ3CTFZ2KQ,sumit,R3W4I9B0JTZJH4,Its good,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81---F1ZgHL._SY88.jpg,https://m.media-amazon.com/images/I/312J9hg8ypL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Tp-Link-300Mbps-AC750-Range-Extender/dp/B00KXULGJQ/ref=sr_1_57?qid=1672902997&s=computers&sr=1-57,3270366,3/23/2021,3610,49551,60-70%,324.6332046,760.2604167,2.341905898
455,1490,69,4.1,161677,B08H9Z3XQW, Lightening and Micro USB Port,Televisions,000+ Plugging And Unplugging Test Ensure This Cable A Longer Lifespan,AFR7B35PQ2DLHGMFBSCRIUUVLRWQ,Ajay,R30ELP5YFHQ2F3, but micro usb doesn't fit my phone.,Product had worked well till date and was having no issue.Cable is also sturdy enough...Have asked for replacement and company is doing the same...,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41nGG6kJr9L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/boAt-Bassheads-242-Wired-Earphones/dp/B08H9Z3XQW/ref=sr_1_58?qid=1672902997&s=computers&sr=1-58,11155713,2/6/2022,1035,161677,60-70%,-72.90416439,226.2840306,-3.103856035
399,995,60,3.9,21372,B08LPJZSSW, Compatible with iPhone,SmartTelevisions,Ensure Fast And Stable Data Transmission Up To 5 Gbps,AG3D6O4STAQKAY2UVGEUV46KN35Q,vivek rajpooot,R3HXWT0LRP0NMF,Good and useful item,Value for money,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41jOKzw6-EL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/DIGITEK%C2%AE-DTR-260-GT-Flexible/dp/B08LPJZSSW/ref=sr_1_59?qid=1672902997&s=computers&sr=1-59,1282320,10/6/2023,596,21372,50-60%,-33.22147651,-86.78105111,2.612197296
1059,3999,74,4.3,140035,B09MT84WV5, iPad,Electronics,Compatible Designed To Work Flawlessly With All Usb-C Devices,AHMY5CWJMMK5BJRBBSNLYT3ONILA,drravish,R2AJM3LFTLZHFO,It is very best cable,Easy to use,https://m.media-amazon.com/images/I/31R6RP26dzL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Samsung-microSDXC-Memory-Adapter-MB-MC128KA/dp/B09MT84WV5/ref=sr_1_60?qid=1672902997&s=computers&sr=1-60,10362590,10/14/2023,2940,140035,70-80%,301.9095477,555.2264645,1.839049042
149,1000,85,3.9,24870,B08Y1TFSP6, Samsung Galaxy,HomeTheater,2 Years Warranty,AHCTC6ULH4XB6YHDY6PCH2R772LQ,8309-873146,R6AQJGUP6P86,good,It's good and useful,https://m.media-amazon.com/images/I/31wOPjcSxlL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Solero-TB301-Charging-480Mbps-1-5-Meter/dp/B08Y1TFSP6/ref=sr_1_61?qid=1672902997&s=computers&sr=1-61,2113950,9/7/2023,851,24870,80-90%,-74.99374844,-82.24015425,1.096626798
717,761,6,4,7199,B08CYPB15D, OnePlus,TV&Video,1.2M Tangle Free Durable Tough Braiding Sync & Charge Cable,AGYHHIERNXKA6P5T7CZLXKVPT7IQ,Dharminder Singh Singha,R1KD19VHEDV0OR,2 in 1 Charging Cable.,Had been using this for quite sometime. Supports dual bands. Signal coverage is yet like others. Good use. Easy to install and use,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41ZraPJKHYL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/805-Black-Original-Ink-Cartridge/dp/B08CYPB15D/ref=sr_1_62?qid=1672902997&s=computers&sr=1-62,43194,12/20/2023,44,7199,0-10%,-23.9,-71.05347809,2.972948874
99,999,90,4,1396,B085HY1DGR, Mi,Accessories,One 6-foot-long (1.8 meters) high-speed multi-shielded USB 2.0 A-Male to B-Male cable,AG4OGOFWXJZTQ2HKYIOCOY3KXF2Q,Gnana Prasad Gopathi,R3C02RMYQMK6FC,Sturdy cable overall,Excellent product revived by old laptop.,https://m.media-amazon.com/images/I/41nf9n-v3pL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Sounce-Charger-Protector-Charging-Protective/dp/B085HY1DGR/ref=sr_1_64?qid=1672902997&s=computers&sr=1-64,125640,9/7/2021,900,1396,80-90%,31.27463863,-80.60841784,-2.577437226
39,299,87,3.5,15233,B00MFPCY5C, Oppo,RemoteControls,Connects mice,AENGU523SXMOS7JPDTW52PNNVWGQ,arun kumar,R39GQRVBUZBWGY,Nice & Best Charger Cabel,,https://m.media-amazon.com/images/I/51YPXDh78VL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Universal-Silicone-Keyboard-Protector-15-6-inch/dp/B00MFPCY5C/ref=sr_1_65?qid=1672902997&s=computers&sr=1-65,1325271,4/2/2023,260,15233,80-90%,-70.07007007,991.1891117,-14.14568461
889,2500,64,4.3,55747,B07JJFSG2B, Vivo,Electronics, keyboards and speed-critical devices,AEQJHCVTNINBS4FKTBGQRQTGTE5Q,Hariram,R2K9EDOE15QIRJ,GOOD,I got this product because for some reason my laptop's internal WiFi and Bluetooth stopped working. Now there are options to buy two separate devices but this solves my purpose and it doesn't sticks out as well.It's having Dual WiFi but I will suggest you to use on 5GHz as the 2.4GHz is a bit slow,https://m.media-amazon.com/images/I/31YFd-LQ8rL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/SanDisk-Ultra-128-Drive-Black/dp/B07JJFSG2B/ref=sr_1_66?qid=1672902997&s=computers&sr=1-66,3567808,10/26/2022,1611,55747,60-70%,736.1204013,265.9620561,0.361302384
1199,4999,76,3.8,14961,B09NR6G588, iQOO,HomeTheater, such as external hard drives,AFC3FFC5PKFF5PMA52S3VCHOZ5FQ,Santosh,R3OI7YT648TL8I,Thank you  Amazon very good charging cable, slower then the regular 2.4GHz.,https://m.media-amazon.com/images/I/31-1GGUrjUL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Boult-Audio-Bluetooth-Environmental-Cancellation/dp/B09NR6G588/ref=sr_1_67?qid=1672902997&s=computers&sr=1-67,1137036,7/15/2022,3800,14961,70-80%,99.96,-73.1626814,-0.731919582
569,1299,56,4.4,9275,B07JPX9CR7, Xiaomi (1M,TV&Video, printers and cameras to your computer,AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,vinayak,R3F4T5TRYPTMIG,Good,It's a good device,https://m.media-amazon.com/images/I/31959YGwwiL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/DELL-WM118-Wireless-Optical-Mouse/dp/B07JPX9CR7/ref=sr_1_68?qid=1672902997&s=computers&sr=1-68,519400,4/8/2021,730,9275,50-60%,-74.01480296,-38.00548092,0.513484862
1499,8999,83,3.7,28324,B08D11DZ2W, Black),Accessories,Constructed with corrosion-resistant,AE55KTFVNXYFD5FPYWP2OUPEYNPQ,apparao saripilli,R3DQIEC603E7AY,Very good product, good strength,https://m.media-amazon.com/images/I/41vEB+mY55L._SY300_SX300_.jpg,https://www.amazon.in/Boult-Audio-PowerBuds-Wireless-Waterproof/dp/B08D11DZ2W/ref=sr_1_69?qid=1672902997&s=computers&sr=1-69,2350892,11/28/2022,7500,28324,80-90%,592.7636644,205.3800539,0.346478818
149,180,17,4.4,644,B07Q7561HD,Hi-Mobiler iPhone Charger Lightning Cable,Cables, gold-plated connectors for optimal signal clarity and shielding to minimize interference,AEBWA5I4QFCA3P3OBEPMELBGN4GQ,Neha Chaudhary,R1O4Z15FD40PV5,good quality, plug and play so no installation needed,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51MA5PwP6xL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Eveready-1015-Carbon-Zinc-Battery/dp/B07Q7561HD/ref=sr_1_70?qid=1672902997&s=computers&sr=1-70,10948,11/1/2023,31,644,10-20%,-97.99977775,-97.72630984,0.997209505
399,549,27,4.4,18139,B0819HZPXL,2 Pack Apple MFi Certified USB iPhone Fast Chargering Cord,RCACables,Full 2.0 USB capability/480 Mbps transfer speed,AHMGAC6QM62UXNEOCZIHLHSXPP2Q,Manav,RDVX50PD4CTFE,Very Good Product,BUT got a defective device first which malfunction immediately on plugging,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41I-azRJBLL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Zebronics-Zeb-Transformer-M-Optical-Gaming-Effect/dp/B0819HZPXL/ref=sr_1_71?qid=1672902997&s=computers&sr=1-71,489753,1/30/2022,150,18139,20-30%,205,2716.614907,13.25178003
191,225,15,4.4,7203,B00LXTFMRS,Data Sync Transfer for 13/12/11 Pro Max Xs X XR 8 7 6 5 5s iPad iPod More Model Cell Phone Cables,Electronics,1 year limited warranty,AFHROSCGIXUPV3FYQ7H5QOD46Q7Q,Adarsh gupta,R3H6WKG0TA5CGU,This is fast charging USB!, Replaced it with a new one and it's been working well.,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/4136eo-yWlL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Fevicryl-Acrylic-colors-Sunflower-Shades/dp/B00LXTFMRS/ref=sr_1_72?qid=1672902997&s=computers&sr=1-72,108045,11/15/2023,34,7203,10-20%,-59.01639344,-60.28998291,1.021580266
129,999,87,4.2,491,B0B9LDCX89,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,HomeTheater,Resolution : Full HD (1920x1080) ,AEAMIR3CMSA32IDEINSJKHRNANTA,Sundeep,R3Q3L1KP5QWPV3,Simply perfect at the price of below 100,Using it for a couple of months now. This has proved to be the much helpful adapter I needed when I moved my PC from Wired to Wireless in a different room. Getting speeds of 148-149Mbps in my 150Mbps subscription speeds.,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41FMV7m5bZL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/STRIFF-230X190X3mm-Waterproof-Premium-Textured-Compatible/dp/B0B9LDCX89/ref=sr_1_73?qid=1672902998&s=computers&sr=1-73,42717,2/12/2021,870,491,80-90%,344,-93.18339581,-0.270881965
199,599,67,4.5,13568,B0765B3TH7,Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile,TV&Video, Refresh Rate : 60 Hertz ,AF355FTXYAKFH5NYPRTE7SL3WO3Q,S.Sayeed Ahmed,RU0LU2PAIIME,Good,Worked on iPhone 7 and didn’t work on iPhone XR,https://m.media-amazon.com/images/I/31KpmfiYmeL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/GIZGA-inch-Hard-Drive-Black/dp/B0765B3TH7/ref=sr_1_74?qid=1672902998&s=computers&sr=1-74,909056,1/8/2023,400,13568,60-70%,-40.04004004,2663.340122,-66.51691955
999,4499,78,3.8,3390,B0B1F6GQPS, Neckband,Televisions, 178 Degree wide viewing angle,AG5DWPD54QGSLWJ6QUFERLPNAX4Q,jaspreet singh,R20FTANBPFA653, Value for Money,https://m.media-amazon.com/images/I/71qFFAlV9ZL._SY88.jpg,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31bX1-ypLSL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Boult-Audio-Environmental-Cancellation-Bluetooth/dp/B0B1F6GQPS/ref=sr_1_75?qid=1672902998&s=computers&sr=1-75,264420,6/3/2023,3500,3390,70-80%,651.0851419,-75.01474057,-0.115214948
899,4499,80,3.8,103052,B07LG59NPV, True Wireless Earphone Charging,SmartTelevisions,Connectivity: 3 HDMI ports to connect set top box,AFZBEV4BOWGRSEH2PK7D65ZW66PA,Khaja moin,R3MHRRK05RD01A,Picture quality was nice....over all product nice,Look-wise,https://m.media-amazon.com/images/I/31nI3BzOXwL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Boult-Audio-Curve-Sweatproof-Headphones/dp/B07LG59NPV/ref=sr_1_76?qid=1672902998&s=computers&sr=1-76,8244160,1/15/2022,3600,103052,70-80%,0,2939.882006,inf
1799,2499,28,4.1,18678,B07RD611Z8, 480mbps Data Sync Speed,Computers&Accessories, Blu-Ray players,AFXQ3YGENWMRX36NXEBSR2ROPG5Q,Anand,R14A3U8XTK1D7X,Till today everything okay, I didn’t like it. Still,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31RktQKvhoL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-20000mAh-Lithium-Polymer-Stylo-20K/dp/B07RD611Z8/ref=sr_1_77?qid=1672902998&s=computers&sr=1-77,522984,4/2/2023,700,18678,20-30%,-44.45432318,-81.87516982,1.841781945
176.63,499,65,4.1,15189,B08WRWPM22, 1m Length (ACT - AZ10,Accessories&Peripherals, gaming console ,AHD5PGE5RBBE2T3G427T32V7OROA,S.ARUMUGAM,R1F10MFQBXZA8W,Y, I use it for my work.,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41jlwEZpa5L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/boAt-Micro-USB-Tangle-Free-Transmission/dp/B08WRWPM22/ref=sr_1_78?qid=1672902998&s=computers&sr=1-78,987285,8/17/2022,322.37,15189,60-70%,-80.03201281,-18.67973016,0.233403228
522,550,5,4.4,12179,B00AXHBBXU, White),Cables&Accessories, 3 USB ports to connect hard drives and other USB devices ,AELM6ILLTWBSXJXOKMNA2GM3DTKQ,$@,RAT511FHTC8Q4,Good,Product is quite good and is fast charging.Loved it.,https://m.media-amazon.com/images/I/41LcHKyVl9L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Casio-Non-Programmable-Scientific-Calculator-Functions/dp/B00AXHBBXU/ref=sr_1_79?qid=1672902998&s=computers&sr=1-79,60895,9/30/2021,28,12179,0-10%,10.22044088,-19.81697281,-1.938954791
799,1999,60,3.8,12958,B08MCD9JFY,Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone (Samsung Galaxy S21/S20/S10/S9/S9+/Note 9/S8/Note 8,Cables, 3.5mm to connect your headphones ,AFXYY4Z4QM34XOLVVYKZSNZGBBBA,\,R11FM1DRG1FNOI,Outstanding Performance,I like it . Looks last long.,https://m.media-amazon.com/images/I/412CjF5u2iL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Tygot-YouTube-Shooting-Foldable-Lightweight/dp/B08MCD9JFY/ref=sr_1_80?qid=1672902998&s=computers&sr=1-80,777480,6/11/2023,1200,12958,50-60%,263.4545455,6.39625585,0.024278404
681,1199,43,4.2,8258,B083RCTXLL, Lg G7 G5 G6,USBCables, S/PDIF port to connect Speakers,AFHZLQ2Q3GSCQCWMF4N66DXXVJCQ,TO$,R1RZDRQI3RD780,Must buy,The sturdiness will depend on the manner of its use. But its speed of charging is great. Very good product for the average income group.,https://m.media-amazon.com/images/I/21psCtgM5BL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/HP-Wireless-Mouse-X200-6VY95AA/dp/B083RCTXLL/ref=sr_1_82?qid=1672902998&s=computers&sr=1-82,355094,10/24/2021,518,8258,40-50%,-40.02001001,-36.27102948,0.906322349
1199,3490,66,4.1,11716,B08HLZ28QC, Moto G6 G7) (0.25M,Electronics,Sound: 20 Watts Powerful Stereo Speakers ,AF62LB4BMTMNZXCHTSXSEKCXZFLQ,-,RJS87YIWGG7GF,Value for money,It's great for charging devices with various types of ports. But works best when charging one device at a time.,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31PfpEPlg-L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Mini-UPS-Router-WiFi-12V/dp/B08HLZ28QC/ref=sr_1_83?qid=1672902998&s=computers&sr=1-83,773256,10/16/2023,2291,11716,60-70%,191.0758966,41.87454589,0.219151377
2499,4999,50,4.4,35024,B07GVR9TG7,Grey),HomeAudio, DTS-HD,AE5KLF5JEOL4PMUGKERILYLPDSNA,,R2JI1L2FTMA3ZW,Value for money,Good item.,https://m.media-amazon.com/images/I/41VDUqScJFL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/TP-Link-Archer-C6-Wireless-MU-MIMO/dp/B07GVR9TG7/ref=sr_1_84?qid=1672902998&s=computers&sr=1-84,1751200,6/4/2023,2500,35024,40-50%,43.23782235,198.9416183,4.601101709
1799,4999,64,4.1,55192,B0856HY85J,Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LED/HD/Smart TV’s,Accessories,Smart TV Features : Android TV 9 ,AHDJJLKORMH72SSEBWOVAKE66EHA,Sethu madhav,R23CC5VDSVR49B,Nice product,Charging power is very less. It takes hours to charge even a single phone.,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41PlZjYsy-L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Boat-Rockerz-550-Headphone-Aesthetics/dp/B0856HY85J/ref=sr_1_85?qid=1672902998&s=computers&sr=1-85,3532288,2/6/2023,3200,55192,60-70%,0,57.5833714,inf
429,599,28,4.1,119466,B07CD2BN46, Universal Fixed TV Wall Mount Stand (M452),SpeakerAccessories, Chromecast built-in ,AHEONKS6KOZ4SIOZNOLYFGQBXU4A,Akash Thakur,R1AWZE3731748T,timely delivered with good packeging,Ok type product. Not very sturdy,https://m.media-amazon.com/images/I/31Rn5CAJDBL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Mi-Earphones-Basic-Mic-Black/dp/B07CD2BN46/ref=sr_1_87?qid=1672902998&s=computers&sr=1-87,3345048,1/12/2023,170,119466,20-30%,-88.01760352,116.4552834,-1.323090822
100,499,80,3.5,9638,B07PLHTTB4,Smashtronics® - Case for Firetv Remote,Mounts, PatchWall 4 with IMDb integration ,AEUPILALWUFFD34CNWRYX4PFQKSA,Burger Planet,R388KOR9TWPX5H,Good in quality,Although it is written fast charging. However it charges quite slow compared to original chargers,https://m.media-amazon.com/images/I/51JF5xTgNhL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/ZODO-Writer-Electronic-Writing-Paperless/dp/B07PLHTTB4/ref=sr_1_88_mod_primary_new?qid=1672902998&s=computers&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-88,771040,11/27/2021,399,9638,70-80%,-16.69449082,-91.93243266,5.506752716
329,399,18,3.6,33735,B077T3BG5L, Fire Stick Remote Cover Case,Computers&Accessories, 75+ Free Live Channels ,AEKWBYGLEXUNRAJKVPO6HMF52W7A,Justice ⚖️,R2PLH1UHYDQWFA,Quite nice cable, even when one mobile is charged at one time.,https://m.media-amazon.com/images/I/41XQP3N-SdL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Zebronics-Km2100-Multimedia-USB-Keyboard/dp/B077T3BG5L/ref=sr_1_89?qid=1672902998&s=computers&sr=1-89,607230,10/30/2022,70,33735,10-20%,-20.04008016,250.0207512,-12.47603548
229,299,23,4.3,30411,B08DDRGWTJ, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black),Accessories&Peripherals, Universal search ,AETM4APJU6TQILR5HKP3CSPYQL5A,indrajyoti d.,R1B7Q58I1P83OY,  Go for it,When using a regular cable,https://m.media-amazon.com/images/I/31XO-wfGGGL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/MI-MTCY001IN-USB-Type-C-Cable/dp/B08DDRGWTJ/ref=sr_1_90?qid=1672902998&s=computers&sr=1-90,699453,12/20/2021,70,30411,20-30%,-25.06265664,-9.853268119,0.393145398
139,299,54,3.8,3044,B079Y6JZC8,Electvision Remote Control for led Smart tv Compatible with VU Smart Led (Without Voice),Cables&Accessories, Language Universe (16+ Languages) ,AFOGCVLE7W7ZM5OW3XW7JXCNSIVA,Aditya Kumar,R1C13PY8A3WUC5,Good product , it takes about 2 hrs for a full charge. When using this cable to the same socket and charger,https://m.media-amazon.com/images/I/31vS-1ot-HL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Zebronics-Wired-Optical-Mouse-Black/dp/B079Y6JZC8/ref=sr_1_91?qid=1672902998&s=computers&sr=1-91,164376,3/11/2021,160,3044,50-60%,0,-89.99046398,#NAME?
1199,2499,52,4,33584,B0856HNMR7,Boat A 350 Type C Cable 1.5m(Jet Black),Cables, Miracast ,AFLFHQMJXDKP4FNRZVNDLBCI7ULA,E.C.GEORGE,RTEAGC48PIYAU, value for money, it showing 10 hrs.,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41Beq4WLggL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Rockerz-370-Headphone-Bluetooth-Lightweight/dp/B0856HNMR7/ref=sr_1_92?qid=1672902998&s=computers&sr=1-92,1746368,4/2/2022,1300,33584,50-60%,735.7859532,1003.285151,1.363555728
1049,2299,54,3.9,1779,B0B12K5BPM,pTron Solero M241 2.4A Micro USB Data & Charging Cable,USBCables, Supported Apps: Prime Video ,AGLH5KPYCT4MGPQ34MNWKLR6NXEA,Naresh Patel,R2E0N8Q0ZQM9N9,Worth buying,IPhone charger last for two months only,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31ZMMGdh5nL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/ZEBRONICS-Zeb-Astra-20-Wireless-Rechargeable/dp/B0B12K5BPM/ref=sr_1_93?qid=1672902998&s=computers&sr=1-93,96066,4/30/2023,1250,1779,50-60%,-8.003201281,-94.70283468,11.83311919
119,299,60,4.1,5999,B08MTCKDYN, Made in India,Computers&Accessories, Netflix,AEXK37TSBFHSP2TYE63YPKETWQ7Q,Bhaskar Reddy,R10365HEDURWI9,Nice,Charging not fast,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/511g3fIVsqL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/GIZGA-Protector-Charging-Protective-G55/dp/B08MTCKDYN/ref=sr_1_94?qid=1672902998&s=computers&sr=1-94,359940,8/9/2022,180,5999,50-60%,-86.99434537,237.2119168,-2.726750984
154,339,55,4.3,13391,B08CF3D7QR, 480Mbps Data Sync,Accessories&Peripherals, Disney + Hotstar,AEKMVX2VDNNX4ZFXI67SGKMJGZAQ,Vipin Thakur,R5RP542IMC4OI,Good Product,Slow charging4500amh battery18 watt Charger4 khant full charge,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31dJ+lXJq3L._SY300_SX300_.jpg,https://www.amazon.in/Portronics-POR-1081-Charging-1-2Meter-Function/dp/B08CF3D7QR/ref=sr_1_95?qid=1672902998&s=computers&sr=1-95,736505,1/26/2022,185,13391,50-60%,13.37792642,123.2205368,9.210735123
225,250,10,4.4,26556,B00LVMTA2A, Durable 1-Meter Long USB Cable for Micro USB Devices (White),Cables&Accessories, YouTube,AFEIIEKX6JEHS3CPGCSIYLGCNKFA,Ramdas  Tryambak  shewale,RX2HFWXTTQDTS,Good product for my fire Tv,Slow charging speed,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/5145vqMSaTL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Panasonic-Lithium-CR2032-5BE-Battery/dp/B00LVMTA2A/ref=sr_1_97?qid=1672903000&s=computers&sr=1-97,265560,8/13/2022,25,26556,0-10%,-26.25368732,98.31229931,-3.744704434
